txn_id,date,customer_id,category,amount,paid_via_paytm,time_slot
TXN00952,2026-07-29,CUST0293,Beverages,76.42,False,Morning
TXN00953,2026-07-29,CUST0296,Snacks,59.85,True,Morning
TXN00954,2026-07-29,CUST0307,Dairy,52.98,True,Afternoon
TXN00955,2026-07-29,CUST0308,Beverages,190.29,True,Afternoon
TXN00956,2026-07-29,CUST0309,Snacks,115.24,False,Morning
TXN00957,2026-07-29,CUST0313,Snacks,32.15,False,Afternoon
TXN00958,2026-07-29,CUST0317,Household,75.55,False,Afternoon
TXN00959,2026-07-29,CUST0318,Dairy,80.87,False,Morning
TXN00960,2026-07-29,CUST0321,Household,248.38,False,Evening
TXN00961,2026-07-29,CUST0322,Dairy,101.07,False,Evening
TXN00962,2026-07-29,CUST0326,Household,304.04,True,Evening
TXN00963,2026-07-29,CUST0329,Groceries,287.94,True,Evening
TXN00964,2026-07-29,CUST0331,Household,35.97,False,Evening
TXN00965,2026-07-29,CUST0338,Snacks,39.08,False,Afternoon
TXN00966,2026-07-29,CUST0343,Snacks,91.61,False,Evening
TXN00967,2026-07-29,CUST0345,Dairy,48.38,False,Afternoon
TXN00968,2026-07-29,CUST0346,Beverages,52.26,True,Afternoon
TXN00969,2026-07-29,CUST0354,Dairy,47.94,True,Afternoon
TXN00970,2026-07-29,CUST0355,Dairy,78.41,False,Afternoon
TXN00971,2026-07-29,CUST0358,Dairy,68.97,False,Morning
TXN00972,2026-07-29,CUST0366,Dairy,166.17,True,Evening
TXN00973,2026-07-29,CUST0371,Dairy,34.74,False,Afternoon
TXN00974,2026-07-29,CUST0383,Beverages,88.98,True,Morning
TXN00975,2026-07-29,CUST0388,Dairy,102.36,True,Afternoon
TXN00976,2026-07-29,CUST0389,Groceries,270.39,True,Evening
TXN00977,2026-07-29,CUST0413,Groceries,298.97,True,Evening
TXN00978,2026-07-29,CUST0415,Household,209.02,True,Afternoon
TXN00979,2026-07-29,CUST0420,Beverages,70.99,True,Morning
TXN00980,2026-07-29,CUST0426,Snacks,99.73,True,Evening
TXN00981,2026-07-29,CUST0432,Snacks,59.78,True,Evening
TXN00982,2026-07-29,CUST0439,Snacks,47.24,False,Afternoon
TXN00983,2026-07-29,CUST0442,Beverages,56.96,True,Afternoon
TXN00984,2026-07-29,CUST0445,Dairy,144.15,True,Morning
TXN00985,2026-07-29,CUST0451,Beverages,88.46,True,Evening
TXN00986,2026-07-29,CUST0455,Dairy,121.59,False,Morning
TXN00987,2026-07-29,CUST0463,Groceries,337.31,False,Afternoon
TXN00988,2026-07-29,CUST0470,Snacks,15.04,False,Afternoon
TXN00989,2026-07-29,CUST0488,Snacks,22.41,False,Afternoon
TXN00990,2026-07-29,CUST0492,Beverages,190.26,False,Evening
TXN00991,2026-07-29,CUST0493,Household,82.69,False,Morning
TXN00992,2026-07-29,CUST0512,Snacks,26.85,True,Afternoon
TXN00993,2026-07-29,CUST0519,Beverages,192.95,False,Evening
TXN00994,2026-07-29,CUST0526,Groceries,308.2,True,Afternoon
TXN00995,2026-07-29,CUST0534,Groceries,261.06,False,Morning
TXN00996,2026-07-29,CUST0548,Groceries,223.01,False,Morning
TXN00997,2026-07-29,CUST0570,Beverages,56.63,False,Afternoon
TXN00998,2026-07-29,CUST0575,Household,344.29,True,Morning
TXN00999,2026-07-29,CUST0581,Household,288.67,True,Afternoon
TXN01000,2026-07-29,CUST0583,Beverages,159.89,False,Evening
TXN01001,2026-07-29,CUST0602,Household,104.8,True,Morning
TXN01002,2026-07-29,CUST0607,Dairy,71.64,True,Afternoon
TXN01003,2026-07-29,CUST0616,Groceries,260.62,False,Morning
TXN01004,2026-07-29,CUST0619,Snacks,70.95,False,Afternoon
TXN01005,2026-07-30,CUST0002,Snacks,79.41,False,Morning
TXN01006,2026-07-30,CUST0010,Dairy,153.32,False,Evening
TXN01007,2026-07-30,CUST0014,Groceries,132.01,False,Evening
TXN01008,2026-07-30,CUST0021,Beverages,126.66,False,Morning
TXN01009,2026-07-30,CUST0041,Beverages,148.96,True,Afternoon
TXN01010,2026-07-30,CUST0057,Household,236.83,False,Morning
TXN01011,2026-07-30,CUST0061,Snacks,21.87,False,Morning
TXN01012,2026-07-30,CUST0071,Household,144.64,True,Afternoon
TXN01013,2026-07-30,CUST0086,Groceries,204.23,True,Evening
TXN01014,2026-07-30,CUST0095,Groceries,69.19,False,Morning
TXN01015,2026-07-30,CUST0105,Household,355.25,False,Evening
TXN01016,2026-07-30,CUST0107,Household,104.22,True,Afternoon
TXN01017,2026-07-30,CUST0111,Snacks,17.14,True,Afternoon
TXN01018,2026-07-30,CUST0113,Snacks,25.03,True,Afternoon
TXN01019,2026-07-30,CUST0115,Snacks,55.4,True,Evening
TXN01020,2026-07-30,CUST0122,Dairy,176.12,False,Afternoon
TXN01021,2026-07-30,CUST0123,Dairy,115.95,False,Morning
TXN01022,2026-07-30,CUST0128,Dairy,150.3,True,Evening
TXN01023,2026-07-30,CUST0133,Snacks,113.18,True,Afternoon
TXN01024,2026-07-30,CUST0136,Groceries,194.27,True,Evening
TXN01025,2026-07-30,CUST0144,Beverages,36.46,True,Afternoon
TXN01026,2026-07-30,CUST0145,Household,99.69,False,Afternoon
TXN01027,2026-07-30,CUST0163,Snacks,29.22,True,Morning
TXN01028,2026-07-30,CUST0177,Groceries,98.3,True,Afternoon
TXN01029,2026-07-30,CUST0181,Snacks,92.62,True,Evening
TXN01030,2026-07-30,CUST0182,Snacks,55.41,False,Morning
TXN01031,2026-07-30,CUST0192,Dairy,35.78,False,Afternoon
TXN01032,2026-07-30,CUST0196,Dairy,99.24,False,Morning
TXN01033,2026-07-30,CUST0199,Household,106.23,True,Evening
TXN01034,2026-07-30,CUST0201,Dairy,125.54,False,Morning
TXN01035,2026-07-30,CUST0209,Beverages,68.08,False,Afternoon
TXN01036,2026-07-30,CUST0216,Snacks,57.97,False,Afternoon
TXN01037,2026-07-30,CUST0217,Household,169.54,True,Evening
TXN01038,2026-07-30,CUST0221,Household,45.47,True,Morning
TXN01039,2026-07-30,CUST0225,Dairy,164.35,True,Afternoon
TXN01040,2026-07-30,CUST0236,Groceries,162.42,False,Morning
TXN01041,2026-07-30,CUST0238,Groceries,211.97,True,Morning
TXN01042,2026-07-30,CUST0242,Dairy,26.09,False,Morning
TXN01043,2026-07-30,CUST0257,Groceries,334.06,False,Morning
TXN01044,2026-07-30,CUST0262,Groceries,161.31,True,Evening
TXN01045,2026-07-30,CUST0265,Dairy,73.74,True,Evening
TXN01046,2026-07-30,CUST0266,Household,55.67,True,Morning
TXN01047,2026-07-30,CUST0269,Snacks,20.95,True,Afternoon
TXN01048,2026-07-30,CUST0277,Dairy,20.94,False,Afternoon
TXN01049,2026-07-30,CUST0278,Groceries,292.25,False,Evening
TXN01050,2026-07-30,CUST0280,Dairy,141.95,True,Afternoon
TXN01051,2026-07-30,CUST0282,Household,376.77,True,Morning
TXN01052,2026-07-30,CUST0293,Beverages,178.9,False,Morning
TXN01053,2026-07-30,CUST0300,Groceries,173.84,False,Evening
TXN01054,2026-07-30,CUST0302,Household,292.95,True,Afternoon
TXN01055,2026-07-30,CUST0317,Dairy,134.01,True,Afternoon
TXN01056,2026-07-30,CUST0342,Dairy,81.76,True,Afternoon
TXN01057,2026-07-30,CUST0346,Household,242.78,True,Afternoon
TXN01058,2026-07-30,CUST0347,Snacks,64.2,False,Morning
TXN01059,2026-07-30,CUST0349,Household,147.0,False,Afternoon
TXN01060,2026-07-30,CUST0356,Groceries,325.25,True,Evening
TXN01061,2026-07-30,CUST0364,Beverages,184.12,False,Morning
TXN01062,2026-07-30,CUST0385,Household,65.92,False,Evening
TXN01063,2026-07-30,CUST0386,Household,204.94,True,Morning
TXN01064,2026-07-30,CUST0394,Household,380.24,True,Evening
TXN01065,2026-07-30,CUST0398,Dairy,119.84,True,Morning
TXN01066,2026-07-30,CUST0400,Dairy,173.85,False,Afternoon
TXN01067,2026-07-30,CUST0407,Beverages,98.1,True,Afternoon
TXN01068,2026-07-30,CUST0420,Household,273.98,True,Morning
TXN01069,2026-07-30,CUST0421,Beverages,26.87,False,Morning
TXN01070,2026-07-30,CUST0424,Household,170.61,False,Afternoon
TXN01071,2026-07-30,CUST0425,Snacks,88.17,True,Afternoon
TXN01072,2026-07-30,CUST0438,Snacks,105.46,True,Morning
TXN01073,2026-07-30,CUST0439,Dairy,149.0,False,Afternoon
TXN01074,2026-07-30,CUST0440,Groceries,94.9,True,Evening
TXN01075,2026-07-30,CUST0444,Groceries,268.32,True,Evening
TXN01076,2026-07-30,CUST0454,Dairy,51.92,False,Morning
TXN01077,2026-07-30,CUST0456,Groceries,262.66,True,Evening
TXN01078,2026-07-30,CUST0459,Groceries,159.94,True,Afternoon
TXN01079,2026-07-30,CUST0460,Dairy,133.32,True,Afternoon
TXN01080,2026-07-30,CUST0485,Snacks,101.57,True,Morning
TXN01081,2026-07-30,CUST0491,Groceries,193.12,False,Afternoon
TXN01082,2026-07-30,CUST0492,Household,59.58,False,Evening
TXN01083,2026-07-30,CUST0495,Groceries,138.7,False,Evening
TXN01084,2026-07-30,CUST0512,Snacks,58.02,True,Afternoon
TXN01085,2026-07-30,CUST0519,Household,185.25,False,Evening
TXN01086,2026-07-30,CUST0520,Dairy,146.12,True,Afternoon
TXN01087,2026-07-30,CUST0527,Dairy,54.72,False,Afternoon
TXN01088,2026-07-30,CUST0528,Household,85.46,True,Evening
TXN01089,2026-07-30,CUST0529,Household,88.58,True,Evening
TXN01090,2026-07-30,CUST0532,Beverages,151.65,False,Morning
TXN01091,2026-07-30,CUST0535,Groceries,149.54,False,Afternoon
TXN01092,2026-07-30,CUST0536,Snacks,89.13,False,Afternoon
TXN01093,2026-07-30,CUST0538,Beverages,190.08,True,Evening
TXN01094,2026-07-30,CUST0540,Snacks,81.31,True,Evening
TXN01095,2026-07-30,CUST0549,Beverages,194.83,True,Evening
TXN01096,2026-07-30,CUST0564,Snacks,97.07,True,Evening
TXN01097,2026-07-30,CUST0575,Snacks,23.54,True,Morning
TXN01098,2026-07-30,CUST0584,Groceries,186.86,False,Afternoon
TXN01099,2026-07-30,CUST0586,Snacks,101.61,False,Afternoon
TXN01100,2026-07-30,CUST0588,Snacks,115.45,True,Morning
TXN01101,2026-07-30,CUST0591,Dairy,173.24,False,Evening
TXN01102,2026-07-30,CUST0593,Groceries,268.0,False,Evening
TXN01103,2026-07-30,CUST0594,Beverages,74.43,True,Evening
TXN01104,2026-07-30,CUST0597,Snacks,36.45,True,Evening
TXN01105,2026-07-30,CUST0598,Household,59.12,True,Afternoon
TXN01106,2026-07-30,CUST0600,Household,235.45,True,Morning
TXN01107,2026-07-30,CUST0602,Snacks,62.87,True,Morning
TXN01108,2026-07-30,CUST0607,Groceries,309.0,True,Afternoon
TXN01109,2026-07-30,CUST0617,Snacks,49.02,False,Morning
TXN01110,2026-07-30,CUST0619,Beverages,34.78,False,Afternoon
TXN01111,2026-07-31,CUST0001,Groceries,327.35,True,Evening
TXN01112,2026-07-31,CUST0002,Dairy,170.42,False,Morning
TXN01113,2026-07-31,CUST0014,Groceries,292.45,True,Evening
TXN01114,2026-07-31,CUST0015,Snacks,38.88,False,Afternoon
TXN01115,2026-07-31,CUST0018,Dairy,96.59,True,Evening
TXN01116,2026-07-31,CUST0029,Household,233.51,False,Afternoon
TXN01117,2026-07-31,CUST0030,Beverages,31.3,True,Evening
TXN01118,2026-07-31,CUST0033,Snacks,68.46,True,Evening
TXN01119,2026-07-31,CUST0035,Groceries,323.71,True,Morning
TXN01120,2026-07-31,CUST0039,Dairy,140.67,False,Morning
TXN01121,2026-07-31,CUST0041,Snacks,56.23,True,Afternoon
TXN01122,2026-07-31,CUST0047,Groceries,52.91,False,Evening
TXN01123,2026-07-31,CUST0051,Beverages,153.75,True,Evening
TXN01124,2026-07-31,CUST0053,Beverages,168.13,True,Afternoon
TXN01125,2026-07-31,CUST0054,Dairy,110.7,False,Afternoon
TXN01126,2026-07-31,CUST0059,Dairy,157.66,True,Morning
TXN01127,2026-07-31,CUST0065,Household,207.66,False,Morning
TXN01128,2026-07-31,CUST0071,Groceries,304.33,True,Afternoon
TXN01129,2026-07-31,CUST0079,Dairy,123.32,False,Morning
TXN01130,2026-07-31,CUST0085,Groceries,133.64,False,Evening
TXN01131,2026-07-31,CUST0094,Household,94.6,False,Evening
TXN01132,2026-07-31,CUST0095,Dairy,92.84,False,Morning
TXN01133,2026-07-31,CUST0099,Beverages,108.95,False,Morning
TXN01134,2026-07-31,CUST0101,Groceries,163.24,False,Afternoon
TXN01135,2026-07-31,CUST0103,Household,337.27,False,Evening
TXN01136,2026-07-31,CUST0107,Groceries,337.42,True,Afternoon
TXN01137,2026-07-31,CUST0110,Snacks,17.56,True,Evening
TXN01138,2026-07-31,CUST0114,Groceries,310.79,False,Morning
TXN01139,2026-07-31,CUST0121,Snacks,24.28,True,Morning
TXN01140,2026-07-31,CUST0141,Snacks,107.9,False,Afternoon
TXN01141,2026-07-31,CUST0147,Groceries,146.47,False,Morning
TXN01142,2026-07-31,CUST0149,Snacks,71.72,True,Afternoon
TXN01143,2026-07-31,CUST0152,Dairy,151.95,True,Evening
TXN01144,2026-07-31,CUST0172,Snacks,93.73,False,Evening
TXN01145,2026-07-31,CUST0177,Dairy,134.59,True,Afternoon
TXN01146,2026-07-31,CUST0186,Groceries,334.98,True,Afternoon
TXN01147,2026-07-31,CUST0187,Snacks,27.71,False,Evening
TXN01148,2026-07-31,CUST0199,Household,259.13,False,Evening
TXN01149,2026-07-31,CUST0220,Snacks,72.09,True,Evening
TXN01150,2026-07-31,CUST0228,Snacks,73.03,True,Evening
TXN01151,2026-07-31,CUST0231,Dairy,114.95,True,Evening
TXN01152,2026-07-31,CUST0232,Beverages,102.78,True,Evening
TXN01153,2026-07-31,CUST0238,Beverages,45.59,True,Morning
TXN01154,2026-07-31,CUST0242,Beverages,83.0,False,Morning
TXN01155,2026-07-31,CUST0248,Dairy,143.59,False,Morning
TXN01156,2026-07-31,CUST0249,Dairy,55.75,True,Evening
TXN01157,2026-07-31,CUST0256,Dairy,138.46,False,Evening
TXN01158,2026-07-31,CUST0262,Beverages,182.1,True,Evening
TXN01159,2026-07-31,CUST0265,Household,236.19,True,Evening
TXN01160,2026-07-31,CUST0275,Beverages,57.69,False,Evening
TXN01161,2026-07-31,CUST0284,Groceries,112.0,True,Afternoon
TXN01162,2026-07-31,CUST0285,Household,34.14,False,Afternoon
TXN01163,2026-07-31,CUST0286,Groceries,74.95,True,Afternoon
TXN01164,2026-07-31,CUST0288,Dairy,71.12,True,Afternoon
TXN01165,2026-07-31,CUST0290,Household,206.96,True,Evening
TXN01166,2026-07-31,CUST0295,Dairy,157.26,False,Evening
TXN01167,2026-07-31,CUST0300,Dairy,59.53,False,Evening
TXN01168,2026-07-31,CUST0310,Snacks,56.03,True,Afternoon
TXN01169,2026-07-31,CUST0313,Beverages,191.14,True,Afternoon
TXN01170,2026-07-31,CUST0320,Beverages,30.41,False,Morning
TXN01171,2026-07-31,CUST0321,Groceries,258.39,False,Evening
TXN01172,2026-07-31,CUST0324,Snacks,56.29,True,Morning
TXN01173,2026-07-31,CUST0342,Household,390.83,True,Afternoon
TXN01174,2026-07-31,CUST0344,Snacks,113.09,False,Morning
TXN01175,2026-07-31,CUST0359,Beverages,180.85,True,Morning
TXN01176,2026-07-31,CUST0375,Household,168.75,False,Morning
TXN01177,2026-07-31,CUST0383,Household,330.85,False,Morning
TXN01178,2026-07-31,CUST0384,Dairy,149.92,True,Afternoon
TXN01179,2026-07-31,CUST0398,Groceries,152.01,True,Morning
TXN01180,2026-07-31,CUST0399,Groceries,125.98,True,Evening
TXN01181,2026-07-31,CUST0407,Snacks,117.57,True,Afternoon
TXN01182,2026-07-31,CUST0416,Beverages,80.43,False,Morning
TXN01183,2026-07-31,CUST0420,Beverages,28.05,True,Morning
TXN01184,2026-07-31,CUST0425,Dairy,155.26,True,Afternoon
TXN01185,2026-07-31,CUST0427,Dairy,166.82,True,Afternoon
TXN01186,2026-07-31,CUST0428,Snacks,60.7,False,Evening
TXN01187,2026-07-31,CUST0436,Household,344.72,False,Evening
TXN01188,2026-07-31,CUST0438,Snacks,36.54,True,Morning
TXN01189,2026-07-31,CUST0442,Beverages,132.74,True,Afternoon
TXN01190,2026-07-31,CUST0458,Beverages,67.71,False,Morning
TXN01191,2026-07-31,CUST0483,Dairy,34.78,True,Morning
TXN01192,2026-07-31,CUST0485,Snacks,62.58,True,Morning
TXN01193,2026-07-31,CUST0493,Groceries,217.51,False,Morning
TXN01194,2026-07-31,CUST0502,Dairy,116.42,False,Morning
TXN01195,2026-07-31,CUST0503,Groceries,123.4,False,Morning
TXN01196,2026-07-31,CUST0511,Groceries,140.9,True,Morning
TXN01197,2026-07-31,CUST0530,Household,80.28,True,Morning
TXN01198,2026-07-31,CUST0548,Groceries,104.14,False,Morning
TXN01199,2026-07-31,CUST0558,Household,316.78,True,Evening
TXN01200,2026-07-31,CUST0565,Dairy,164.59,True,Afternoon
TXN01201,2026-07-31,CUST0569,Dairy,86.53,True,Afternoon
TXN01202,2026-07-31,CUST0574,Household,366.48,True,Afternoon
TXN01203,2026-07-31,CUST0580,Household,55.07,True,Morning
TXN01204,2026-07-31,CUST0583,Groceries,85.24,False,Evening
TXN01205,2026-07-31,CUST0586,Dairy,120.91,False,Afternoon
TXN01206,2026-07-31,CUST0605,Household,152.16,True,Evening
TXN01207,2026-07-31,CUST0608,Dairy,34.91,False,Evening
TXN01208,2026-07-31,CUST0611,Snacks,16.27,True,Evening
TXN01209,2026-07-31,CUST0619,Groceries,90.65,False,Afternoon
TXN01210,2026-07-31,CUST0620,Household,321.19,True,Morning
TXN01211,2026-08-01,CUST0002,Household,72.27,False,Morning
TXN01212,2026-08-01,CUST0024,Household,130.71,False,Evening
TXN01213,2026-08-01,CUST0035,Dairy,94.3,True,Morning
TXN01214,2026-08-01,CUST0043,Household,380.94,True,Evening
TXN01215,2026-08-01,CUST0046,Household,331.57,False,Evening
TXN01216,2026-08-01,CUST0047,Household,391.99,False,Evening
TXN01217,2026-08-01,CUST0065,Groceries,86.51,False,Morning
TXN01218,2026-08-01,CUST0071,Groceries,40.65,True,Afternoon
TXN01219,2026-08-01,CUST0072,Snacks,86.27,False,Evening
TXN01220,2026-08-01,CUST0076,Dairy,162.86,True,Afternoon
TXN01221,2026-08-01,CUST0077,Beverages,39.41,False,Evening
TXN01222,2026-08-01,CUST0078,Groceries,294.64,False,Morning
TXN01223,2026-08-01,CUST0079,Dairy,163.53,True,Morning
TXN01224,2026-08-01,CUST0086,Household,254.28,True,Evening
TXN01225,2026-08-01,CUST0089,Beverages,64.16,False,Evening
TXN01226,2026-08-01,CUST0093,Household,329.8,True,Afternoon
TXN01227,2026-08-01,CUST0105,Groceries,58.21,False,Evening
TXN01228,2026-08-01,CUST0107,Household,76.66,True,Afternoon
TXN01229,2026-08-01,CUST0125,Snacks,55.9,False,Evening
TXN01230,2026-08-01,CUST0139,Dairy,172.69,True,Evening
TXN01231,2026-08-01,CUST0142,Dairy,58.4,False,Afternoon
TXN01232,2026-08-01,CUST0153,Household,315.48,False,Evening
TXN01233,2026-08-01,CUST0167,Beverages,120.75,True,Evening
TXN01234,2026-08-01,CUST0169,Snacks,16.88,True,Afternoon
TXN01235,2026-08-01,CUST0171,Household,373.75,False,Evening
TXN01236,2026-08-01,CUST0179,Dairy,126.95,False,Morning
TXN01237,2026-08-01,CUST0182,Dairy,26.49,False,Morning
TXN01238,2026-08-01,CUST0199,Beverages,62.35,True,Evening
TXN01239,2026-08-01,CUST0201,Dairy,168.1,False,Morning
TXN01240,2026-08-01,CUST0206,Household,59.48,False,Afternoon
TXN01241,2026-08-01,CUST0209,Dairy,168.97,False,Afternoon
TXN01242,2026-08-01,CUST0211,Snacks,85.54,True,Afternoon
TXN01243,2026-08-01,CUST0213,Dairy,77.83,False,Morning
TXN01244,2026-08-01,CUST0219,Dairy,159.72,False,Afternoon
TXN01245,2026-08-01,CUST0221,Dairy,30.56,True,Morning
TXN01246,2026-08-01,CUST0235,Dairy,82.06,True,Morning
TXN01247,2026-08-01,CUST0247,Snacks,18.13,False,Afternoon
TXN01248,2026-08-01,CUST0254,Beverages,136.56,False,Evening
TXN01249,2026-08-01,CUST0257,Dairy,153.52,False,Morning
TXN01250,2026-08-01,CUST0265,Dairy,20.6,True,Evening
TXN01251,2026-08-01,CUST0277,Dairy,95.75,False,Afternoon
TXN01252,2026-08-01,CUST0281,Groceries,283.71,True,Evening
TXN01253,2026-08-01,CUST0285,Groceries,57.02,False,Afternoon
TXN01254,2026-08-01,CUST0294,Beverages,88.66,False,Afternoon
TXN01255,2026-08-01,CUST0298,Snacks,49.41,False,Morning
TXN01256,2026-08-01,CUST0305,Snacks,95.64,False,Afternoon
TXN01257,2026-08-01,CUST0307,Beverages,62.15,True,Afternoon
TXN01258,2026-08-01,CUST0323,Household,64.4,False,Afternoon
TXN01259,2026-08-01,CUST0326,Groceries,334.18,True,Evening
TXN01260,2026-08-01,CUST0327,Household,45.73,False,Evening
TXN01261,2026-08-01,CUST0330,Dairy,114.54,True,Evening
TXN01262,2026-08-01,CUST0332,Dairy,49.62,False,Afternoon
TXN01263,2026-08-01,CUST0334,Groceries,185.8,True,Morning
TXN01264,2026-08-01,CUST0363,Groceries,165.72,False,Afternoon
TXN01265,2026-08-01,CUST0364,Snacks,87.59,False,Morning
TXN01266,2026-08-01,CUST0373,Groceries,252.06,False,Morning
TXN01267,2026-08-01,CUST0374,Dairy,64.25,True,Evening
TXN01268,2026-08-01,CUST0375,Dairy,134.76,False,Morning
TXN01269,2026-08-01,CUST0377,Groceries,145.82,False,Morning
TXN01270,2026-08-01,CUST0379,Groceries,309.33,False,Afternoon
TXN01271,2026-08-01,CUST0385,Dairy,53.09,False,Evening
TXN01272,2026-08-01,CUST0400,Groceries,313.21,False,Afternoon
TXN01273,2026-08-01,CUST0401,Snacks,33.59,True,Morning
TXN01274,2026-08-01,CUST0426,Beverages,164.91,True,Evening
TXN01275,2026-08-01,CUST0427,Beverages,192.5,True,Afternoon
TXN01276,2026-08-01,CUST0439,Groceries,141.49,False,Afternoon
TXN01277,2026-08-01,CUST0443,Dairy,49.98,False,Afternoon
TXN01278,2026-08-01,CUST0449,Household,277.84,False,Morning
TXN01279,2026-08-01,CUST0471,Beverages,102.22,True,Afternoon
TXN01280,2026-08-01,CUST0485,Snacks,98.07,True,Morning
TXN01281,2026-08-01,CUST0488,Snacks,71.81,False,Afternoon
TXN01282,2026-08-01,CUST0491,Household,332.31,True,Afternoon
TXN01283,2026-08-01,CUST0494,Beverages,65.13,True,Evening
TXN01284,2026-08-01,CUST0495,Snacks,113.14,False,Evening
TXN01285,2026-08-01,CUST0498,Groceries,344.02,False,Evening
TXN01286,2026-08-01,CUST0504,Dairy,51.34,True,Morning
TXN01287,2026-08-01,CUST0510,Dairy,78.66,True,Morning
TXN01288,2026-08-01,CUST0516,Household,32.82,True,Evening
TXN01289,2026-08-01,CUST0520,Dairy,53.89,True,Afternoon
TXN01290,2026-08-01,CUST0521,Dairy,131.95,False,Evening
TXN01291,2026-08-01,CUST0536,Household,187.21,False,Afternoon
TXN01292,2026-08-01,CUST0544,Household,139.35,True,Morning
TXN01293,2026-08-01,CUST0549,Groceries,111.22,True,Evening
TXN01294,2026-08-01,CUST0556,Beverages,56.46,True,Afternoon
TXN01295,2026-08-01,CUST0559,Beverages,120.14,False,Morning
TXN01296,2026-08-01,CUST0564,Snacks,49.87,True,Evening
TXN01297,2026-08-01,CUST0565,Household,211.49,True,Afternoon
TXN01298,2026-08-01,CUST0566,Dairy,131.8,True,Afternoon
TXN01299,2026-08-01,CUST0571,Snacks,63.39,True,Afternoon
TXN01300,2026-08-01,CUST0574,Groceries,281.81,True,Afternoon
TXN01301,2026-08-01,CUST0579,Beverages,39.19,True,Morning
TXN01302,2026-08-01,CUST0585,Beverages,29.52,True,Morning
TXN01303,2026-08-01,CUST0588,Beverages,137.98,True,Morning
TXN01304,2026-08-01,CUST0598,Snacks,67.65,True,Afternoon
TXN01305,2026-08-01,CUST0603,Groceries,40.87,False,Evening
TXN01306,2026-08-01,CUST0614,Snacks,68.73,False,Evening
TXN01307,2026-08-01,CUST0616,Snacks,101.27,True,Morning
TXN01308,2026-08-01,CUST0618,Groceries,233.76,True,Afternoon
TXN01309,2026-08-01,CUST0619,Household,252.78,False,Afternoon
TXN01310,2026-08-02,CUST0010,Groceries,327.72,True,Evening
TXN01311,2026-08-02,CUST0024,Dairy,104.53,True,Evening
TXN01312,2026-08-02,CUST0026,Groceries,83.87,True,Evening
TXN01313,2026-08-02,CUST0034,Household,309.9,True,Morning
TXN01314,2026-08-02,CUST0038,Snacks,23.63,False,Evening
TXN01315,2026-08-02,CUST0048,Household,321.8,True,Afternoon
TXN01316,2026-08-02,CUST0051,Dairy,173.47,False,Evening
TXN01317,2026-08-02,CUST0052,Groceries,185.65,False,Morning
TXN01318,2026-08-02,CUST0060,Dairy,136.92,False,Evening
TXN01319,2026-08-02,CUST0072,Groceries,347.87,False,Evening
TXN01320,2026-08-02,CUST0075,Snacks,35.4,True,Evening
TXN01321,2026-08-02,CUST0087,Groceries,228.0,True,Afternoon
TXN01322,2026-08-02,CUST0111,Dairy,53.39,True,Afternoon
TXN01323,2026-08-02,CUST0119,Household,153.53,True,Evening
TXN01324,2026-08-02,CUST0133,Beverages,37.41,True,Afternoon
TXN01325,2026-08-02,CUST0145,Dairy,170.66,False,Afternoon
TXN01326,2026-08-02,CUST0148,Household,131.76,False,Evening
TXN01327,2026-08-02,CUST0152,Snacks,28.66,True,Evening
TXN01328,2026-08-02,CUST0154,Snacks,81.2,False,Morning
TXN01329,2026-08-02,CUST0161,Groceries,76.12,False,Evening
TXN01330,2026-08-02,CUST0164,Groceries,332.59,False,Morning
TXN01331,2026-08-02,CUST0166,Dairy,77.81,True,Evening
TXN01332,2026-08-02,CUST0172,Dairy,35.99,False,Evening
TXN01333,2026-08-02,CUST0174,Snacks,52.36,True,Evening
TXN01334,2026-08-02,CUST0201,Snacks,79.52,False,Morning
TXN01335,2026-08-02,CUST0202,Groceries,246.78,False,Evening
TXN01336,2026-08-02,CUST0206,Snacks,119.29,False,Afternoon
TXN01337,2026-08-02,CUST0234,Snacks,75.82,True,Afternoon
TXN01338,2026-08-02,CUST0236,Beverages,43.02,False,Morning
TXN01339,2026-08-02,CUST0237,Beverages,180.28,True,Morning
TXN01340,2026-08-02,CUST0242,Dairy,67.11,False,Morning
TXN01341,2026-08-02,CUST0256,Household,94.35,False,Evening
TXN01342,2026-08-02,CUST0257,Beverages,190.03,False,Morning
TXN01343,2026-08-02,CUST0275,Dairy,164.36,False,Evening
TXN01344,2026-08-02,CUST0278,Dairy,85.0,False,Evening
TXN01345,2026-08-02,CUST0281,Snacks,24.82,True,Evening
TXN01346,2026-08-02,CUST0286,Beverages,109.34,True,Afternoon
TXN01347,2026-08-02,CUST0289,Dairy,149.16,True,Afternoon
TXN01348,2026-08-02,CUST0292,Dairy,144.35,True,Morning
TXN01349,2026-08-02,CUST0293,Beverages,164.35,False,Morning
TXN01350,2026-08-02,CUST0297,Groceries,298.08,False,Afternoon
TXN01351,2026-08-02,CUST0298,Dairy,20.16,False,Morning
TXN01352,2026-08-02,CUST0305,Household,216.44,False,Afternoon
TXN01353,2026-08-02,CUST0312,Groceries,156.31,True,Afternoon
TXN01354,2026-08-02,CUST0314,Beverages,37.8,False,Evening
TXN01355,2026-08-02,CUST0316,Household,316.25,False,Evening
TXN01356,2026-08-02,CUST0323,Snacks,38.15,False,Afternoon
TXN01357,2026-08-02,CUST0325,Household,193.04,False,Morning
TXN01358,2026-08-02,CUST0334,Dairy,75.13,True,Morning
